#Index,X position (mm), Y position (mm), Length (um),Orientation #(deg), Area (Arbitrary)
26272,4.7385,3.5751,7.3305,-3.6888,468
26273,4.6602,3.5442,7.0818,-18.283,445
26274,4.6411,3.55,6.2305,78.45,191
26275,4.6376,3.5536,5.8005,-21.515,234
26276,4.6082,3.5465,7.0481,-45.157,575
26277,4.6049,3.472,5.3817,-3.232,182
26278,4.606,3.5954,5.6252,-61.716,143
26279,4.592,3.4601,5.0459,-0.40752,196
26280,4.58,3.4474,7.4536,-8.4299,540
26281,4.5669,3.5735,6.0296,-49.826,373
26282,4.5626,3.5149,6.0086,5.5532,306
26283,4.5603,3.466,3.0668,-1.0141,84
26284,4.5492,3.5324,12.528,63.868,1192
26285,4.5025,3.5995,3.1319,-11.646,100
26286,4.4976,3.5991,5.4049,70.563,129
26287,4.4708,3.5521,3.7288,-18.005,119
26288,4.4666,3.5515,4.5656,58.966,86
26289,4.41,3.4993,5.306,-9.9299,222
26290,4.3933,3.5194,3.3464,-49.843,114
26291,4.386,3.5111,6.6313,-3.3274,91
26292,4.3072,3.5468,3.4713,60.649,109
26293,4.2903,3.554,8.1542,87.389,624
26294,4.2757,3.4734,7.0988,-0.47085,431
26295,4.2664,3.5609,14.298,76.212,2000
26296,4.1938,3.5234,8.7835,34.423,870
26297,4.1898,3.5748,8.5681,-21.797,583
26298,4.1763,3.4952,6.2899,-11.92,330
26299,4.172,3.4825,5.6463,17.491,264
26300,4.1626,3.4978,5.0121,-9.191,160
26301,4.1581,3.5314,5.966,-7.9376,296
26302,4.1409,3.5275,4.0461,-70.884,107
26303,4.1159,3.5081,3.4682,-59.581,110
26304,4.1116,3.4443,7.3823,-2.2117,506
26305,4.1115,3.5171,5.3059,4.4065,264
26306,4.1026,3.4753,6.118,-5.9807,392
26307,4.1011,3.5826,6.4068,44.201,520
26308,4.0935,3.4695,5.5129,-2.5115,168
26309,4.0797,3.5496,6.445,-73.945,527
26310,4.0615,3.5386,5.9423,-30.55,394
26311,4.0592,3.5741,6.7172,7.0286,351
26312,4.0329,3.5624,6.1843,-48.72,180
26313,3.9473,3.5938,3.2704,-37.192,110
26314,3.937,3.4771,7.3958,-12.29,462
26315,3.9353,3.5371,3.4285,-40.468,97
26316,3.9326,3.5207,5.0567,-18.91,175
26317,3.9278,3.5748,7.3372,-18.102,405
26318,3.9276,3.4886,3.3448,7.9178,97
26319,3.9252,3.5014,3.3054,-15.55,83
26320,3.924,3.5543,4.0009,-73.913,123
26321,3.9194,3.465,7.4346,-5.7788,510
26322,3.9051,3.5767,7.3354,-35.69,500
26323,3.8807,3.5125,7.2926,80.184,558
26324,3.8646,3.5283,5.4082,-7.938,302
26325,3.8567,3.5351,7.8852,71.175,695
26326,3.8544,3.5085,5.4563,3.2918,320
26327,3.8512,3.514,5.3798,4.3783,160
26328,3.8403,3.4769,5.2871,-10.935,122
26329,3.8382,3.6016,10.383,85.079,781
26330,3.8342,3.5006,9.1459,-86.457,960
26331,3.823,3.5907,6.3315,-55.507,111
26332,3.782,3.5179,6.3414,-6.819,454
26333,3.7811,3.4926,6.3405,-0.57372,363
26334,3.7734,3.5748,7.3232,24.235,415
26335,3.7409,3.5116,6.8472,6.099,524
26336,3.7357,3.5286,7.109,7.7953,343
26337,3.7365,3.5147,6.032,-19.178,101
26338,3.7228,3.5684,6.8339,-87.085,308
26339,3.7077,3.5701,7.1326,-23.844,397
26340,3.7068,3.5357,7.0994,-17.777,663
26341,3.6988,3.5601,8.0231,-37.413,763
26342,3.6939,3.5679,3.8823,80.368,139
26343,3.6877,3.5498,14.301,9.0875,1352
26344,3.6876,3.5284,8.0945,-35.388,770
26345,3.6779,3.4661,5.3241,-4.7529,147
26346,3.6607,3.4719,5.6016,-11.596,243
26347,3.6482,3.4631,6.3252,-0.79044,421
26348,3.6451,3.5807,12.157,-62.53,1041
26349,3.6436,3.5391,4.8262,-85.015,140
26350,3.6363,3.5161,6.4249,12.599,418
26351,3.6187,3.5713,5.7429,-71.023,192
26352,3.5782,3.6024,6.5196,-5.8934,311
26353,3.5541,3.5068,7.8518,84.932,730
26354,3.5532,3.5588,6.3236,-47.91,156
26355,3.5506,3.5389,6.3181,-7.7827,367
26356,3.5464,3.5513,5.6006,-38.163,107
26357,3.5357,3.5733,7.7585,-13.974,329
26358,3.5222,3.4757,7.7934,-6.0012,686
26359,3.5044,3.4397,5.0911,-6.6045,273
26360,3.4735,3.4878,10.376,-79.034,1201
26361,3.4717,3.447,5.9279,12.505,321
26362,3.4167,3.4425,9.4842,-39.703,1044
26363,3.4057,3.5052,6.066,-82.453,165
26364,3.4024,3.6025,5.7251,-68.13,160
26365,3.3985,3.5438,4.2701,-84.819,87
26366,3.386,3.5875,6.9384,10.68,644
26367,3.3782,3.4956,5.8699,-17.729,366
26368,3.3786,3.5966,6.1073,-66.174,160
26369,3.3624,3.4667,5.5585,5.8774,128
26370,3.3538,3.461,8.1994,-83.455,785
26371,3.3432,3.4639,3.4645,-43.431,101
26372,3.3404,3.5583,7.7051,-84.273,734
26373,3.3003,3.4503,7.2653,-2.3967,492
26374,3.2847,3.5997,9.0455,-10.764,889
26375,3.2824,3.5744,7.7428,-1.3872,608
26376,3.234,3.5338,7.1296,-20.204,505
26377,3.2239,3.5008,3.954,14.64,88
26378,3.2202,3.578,7.9366,-26.556,642
26379,3.2087,3.5586,10.836,-23.015,576
26380,3.2068,3.4667,6.6331,-4.928,98
26381,3.2031,3.5327,6.7165,-11.357,512
26382,3.2001,3.5564,6.7754,-29.801,157
26383,3.1897,3.4946,6.0469,10.636,430
26384,3.1788,3.5622,4.8614,-69.033,115
26385,3.1625,3.4739,5.7241,73.744,387
26386,3.1379,3.5352,8.7694,63.392,797
26387,3.0859,3.5825,8.1979,85.336,658
26388,3.0845,3.4886,6.0006,87.37,419
26389,3.056,3.5176,5.1196,-46.107,138
26390,3.0532,3.5187,5.286,-75.28,74
26391,3.0402,3.561,7.8438,1.5685,304
26392,3.0263,3.532,6.7068,-32.988,190
26393,2.9933,3.4938,3.2853,1.0985,83
26394,2.989,3.5611,5.5177,31.543,205
26395,2.9811,3.6001,11.881,-31.334,1647
26396,2.934,3.5115,6.8885,-61.203,542
26397,2.9257,3.4978,5.9957,9.7505,382
26398,2.8988,3.4626,4.979,-4.716,207
26399,2.8993,3.4764,3.1029,-35.174,73
26400,2.8895,3.504,7.9469,69.967,494
26401,2.8472,3.5335,6.0486,72.367,288
26402,2.8366,3.5061,5.6241,-15.683,274
26403,2.7976,3.5624,6.898,-28.647,151
26404,2.7794,3.5523,6.6648,-18.981,143
26405,2.7529,3.4577,9.5371,69.836,1002
26406,2.7531,3.5742,4.338,-75.558,110
26407,2.7513,3.5976,7.6745,-21.147,375
26408,2.7363,3.5303,6.9795,-12.18,441
26409,2.7246,3.5036,4.7841,-10.827,179
26410,2.7157,3.53,7.0621,2.5712,583
26411,2.7174,3.5709,5.9745,53.298,132
26412,2.71,3.5846,6.106,-62.118,251
26413,2.7052,3.5254,5.0397,-2.7009,239
26414,2.6947,3.5399,11.209,83.713,1141
26415,2.6953,3.5725,5.221,60.752,215
26416,2.6893,3.4738,5.4327,-10.32,139
26417,2.6806,3.6007,7.6201,-86.221,687
26418,2.6744,3.5293,5.3635,68.392,161
26419,2.6741,3.59,6.9711,88.125,578
26420,2.6686,3.553,5.8393,-70.124,104
26421,2.659,3.4579,4.8549,-1.9927,101
26422,2.6134,3.4716,6.4641,-6.3534,491
26423,2.5607,3.4854,5.7605,-5.2824,325
26424,2.5151,3.4961,3.988,-13.923,106
26425,2.5132,3.484,4.7792,23.976,92
26426,2.5111,3.4802,4.6411,-10.686,152
26427,2.5085,3.4758,3.5042,-5.942,101
26428,2.5079,3.5828,4.6315,-69.441,103
26429,2.5038,3.4813,5.0975,-6.5621,175
26430,2.5017,3.47,4.8491,-6.4729,140
26431,2.4917,3.4764,5.5763,-12.058,162
26432,2.4906,3.5913,11.834,79.942,1091
26433,2.4813,3.5753,3.5682,-80.858,79
26434,2.4771,3.5258,3.5451,-78.746,83
26435,2.4621,3.5005,3.8456,64.717,82
26436,2.4507,3.4635,6.4461,-0.61236,345
26437,2.4413,3.4637,5.0402,-2.3423,214
26438,2.433,3.5594,5.4515,86.376,246
26439,2.4197,3.4468,8.7727,-84.89,578
26440,2.4161,3.4529,6.402,0.013992,344
26441,2.4157,3.5685,6.0868,-74.533,111
26442,2.4084,3.5423,3.397,-20.705,106
26443,2.3991,3.5232,5.4254,42.482,232
26444,2.3938,3.538,6.4231,82.444,366
26445,2.3857,3.5077,5.5521,-85.272,183
26446,2.3766,3.5621,6.6009,-84.29,249
26447,2.3629,3.5137,5.615,61.098,338
26448,2.3059,3.492,6.402,10.389,480
26449,2.2989,3.4329,4.3717,-0.46913,88
26450,2.2932,3.4413,3.4092,-35.883,88
26451,2.2758,3.4597,3.0421,51.703,72
26452,2.2665,3.5019,4.4222,-11.52,151
26453,2.2642,3.4875,4.5985,-10.184,118
26454,2.2641,3.5468,3.526,-87.678,132
26455,2.2601,3.5234,7.0732,-4.457,534
26456,2.2524,3.5898,7.3087,-24.529,519
26457,2.1734,3.5989,7.0088,-76.947,488
26458,2.1674,3.4718,5.373,2.8189,274
26459,2.1374,3.5688,6.1313,61.794,374
26460,1.9616,3.4719,3.0241,-33.622,76
26461,1.85,3.5513,3.473,-47.573,88
26462,1.8451,3.5128,5.629,-43.987,109
26463,1.7836,3.562,9.372,-80.001,966
26464,1.7795,3.4913,4.9839,-12.08,235
26465,1.7797,3.5511,5.1433,-21.983,237
26466,1.7672,3.4645,6.1599,-5.3944,383
26467,1.7525,3.5054,6.3411,58.265,391
26468,1.752,3.4787,5.7639,-1.4192,304
26469,1.7471,3.456,6.5552,62.46,541
26470,1.7276,3.5532,8.9587,81.643,695
26471,1.7122,3.5862,7.2672,89.136,591
26472,1.69,3.4687,5.3595,11.64,301
26473,1.6903,3.5964,6.5092,-82.874,147
26474,1.6849,3.5802,7.9898,83.815,591
26475,1.6828,3.5228,6.115,80.347,347
26476,1.6617,3.5677,7.1243,85.66,402
26477,1.6587,3.5836,9.8625,78.892,386
26478,1.648,3.6055,3.7311,-15.661,126
26479,1.633,3.5532,3.3754,82.522,90
26480,1.6262,3.4905,5.3565,-23.411,132
26481,1.627,3.4986,3.7291,-48.251,89
26482,1.6061,3.4383,6.6569,4.1766,252
26483,1.5507,3.5072,4.5792,-2.5025,207
26484,1.5487,3.5346,4.3933,-39.391,116
26485,1.5422,3.556,4.7105,75.809,140
26486,1.5332,3.5624,5.2471,-23.407,188
26487,1.5157,3.4592,4.359,8.7314,184
26488,1.5,3.4786,3.8324,84.069,101
26489,1.4991,3.5115,4.9988,74.837,197
26490,1.4986,3.4997,5.1149,73.298,255
26491,1.4965,3.4685,4.0815,65.478,86
26492,1.4857,3.4484,4.4604,4.5188,164
26493,1.4841,3.5059,4.8932,73.909,166
26494,1.4794,3.5361,5.9303,80.186,200
26495,1.4682,3.4656,4.311,60.634,119
26496,1.4693,3.5389,5.4824,89.334,193
26497,1.4678,3.5128,5.1912,84.92,90
26498,1.446,3.4911,8.1178,50.61,487
26499,1.4455,3.4496,5.1047,6.681,107
26500,1.4378,3.4633,3.3938,38.972,86
26501,1.4224,3.4555,4.7019,32.604,86
26502,1.4176,3.503,11.868,65.325,949
26503,1.4163,3.4543,5.2666,9.2129,100
26504,1.4061,3.534,8.111,86.181,487
26505,1.4039,3.4762,4.1675,43.507,72
26506,1.4005,3.5472,7.301,-84.028,269
26507,1.3988,3.5994,6.9407,83.42,302
26508,1.3879,3.51,3.002,-47.342,77
26509,1.376,3.5462,3.7542,-81.138,83
26510,1.3741,3.5206,5.7697,-50.104,118
26511,1.3704,3.5568,6.4063,-40.514,155
26512,1.3629,3.4781,8.1622,-60.331,642
26513,1.3443,3.4832,5.5552,83.99,287
26514,1.3425,3.5634,7.9866,38.842,669
26515,1.343,3.5054,5.863,-30.015,158
26516,1.3384,3.4678,5.9456,33.35,247
26517,1.3315,3.4799,5.1399,33.975,156
26518,1.2965,3.5338,5.6874,63.151,385
26519,1.2836,3.4825,4.4555,0.65189,200
26520,1.2661,3.4815,3.8832,77.926,90
26521,1.262,3.5806,5.9891,75.963,240
26522,1.2511,3.5814,5.5941,82.666,190
26523,1.2438,3.5282,5.0514,82.973,154
26524,1.2387,3.452,4.0455,15.999,154
26525,1.2319,3.526,5.6257,84.73,175
26526,1.2311,3.563,6.5971,87.988,128
26527,1.2203,3.484,4.7047,68.451,159
26528,1.221,3.5326,6.2232,85.171,237
26529,1.2195,3.5129,5.5546,84.497,84
26530,1.1949,3.593,5.3863,20.123,148
26531,1.1878,3.5388,6.865,85.519,344
26532,1.178,3.4633,5.2652,60.398,335
26533,1.1744,3.575,7.6209,83.306,480
26534,1.1543,3.4922,6.5739,87.802,378
26535,1.1501,3.571,7.1186,84.243,382
26536,1.1133,3.5536,6.6445,-46.19,219
26537,1.1119,3.4907,5.8221,88.93,266
26538,1.1111,3.5557,4.0047,-55.633,84
26539,1.1005,3.4401,4.1721,-47.136,102
26540,1.0561,3.565,8.0928,84.006,354
26541,1.055,3.5273,4.7666,70.638,210
26542,1.0526,3.4571,3.6557,3.2619,96
26543,1.0406,3.4976,4.9116,73.684,225
26544,1.0384,3.4762,5.657,54.409,352
26545,1.0396,3.5375,5.2021,65.941,187
26546,1.0383,3.4858,4.4605,82.329,233
26547,1.0244,3.4911,4.7153,72.536,116
26548,1.0149,3.5114,5.5617,75.097,260
26549,1.012,3.4783,3.7646,65.006,72
26550,1.0012,3.4928,6.2573,75.716,334
26551,1.0018,3.5825,7.428,78.067,462
26552,0.9836,3.4597,3.823,26.377,99
26553,0.9787,3.5406,6.8332,84.876,334
26554,0.96865,3.4756,11.346,-37.408,851
26555,0.96195,3.4428,4.5129,12.848,138
26556,0.96315,3.5718,7.4447,82.451,378
26557,0.952,3.5373,6.7672,87.425,359
26558,0.93345,3.4627,5.2867,30.701,279
26559,0.93425,3.5412,9.2873,74.894,392
26560,0.92435,3.5538,7.3862,81.843,207
26561,0.9164,3.4749,5.8239,83.875,291
26562,0.90795,3.5372,8.3756,89.93,564
26563,0.9001,3.5708,7.2582,-65.246,389
26564,0.8834,3.5014,6.3513,-87.529,159
26565,0.87655,3.5297,6.6723,87.076,336
26566,0.8768,3.5972,7.5073,15.094,294
26567,0.87255,3.5008,6.9133,-88.821,333
26568,0.8725,3.5456,6.3101,-42.39,109
26569,0.8592,3.5451,4.8946,-41.602,86
26570,0.85645,3.4736,5.4247,88.397,261
26571,0.83655,3.4916,3.2028,-63.648,99
26572,0.83215,3.5686,4.0023,87.813,83
26573,0.83205,3.5439,3.6699,85.491,99
26574,0.8306,3.6015,5.1661,74.228,186
26575,0.8161,3.4951,3.8585,-3.3904,163
26576,0.8164,3.576,5.8933,-17.24,405
26577,0.80805,3.5896,11.675,64.645,1279
26578,0.80675,3.4919,3.3342,-32.936,101
26579,0.798,3.5858,11.66,-82.844,964
26580,0.7878,3.5348,4.8986,82.084,126
26581,0.77425,3.6024,6.5679,19.828,334
26582,0.7677,3.4557,7.0547,80.578,601
26583,0.7605,3.5553,7.1302,84.158,443
26584,0.7523,3.6029,3.5858,-77.172,72
26585,0.74815,3.5121,4.8419,86.69,104
26586,0.7375,3.5626,6.9125,85.134,337
26587,0.7327,3.4955,3.9447,-65.691,73
26588,0.72985,3.5554,6.0957,84.363,207
26589,0.7277,3.4888,5.6743,83.375,243
26590,0.7186,3.455,4.2803,9.936,154
26591,0.71865,3.4415,3.922,27.949,78
26592,0.7023,3.4812,4.9975,75.66,206
26593,0.7023,3.5217,6.368,82.233,253
26594,0.7012,3.5513,8.3337,82.616,454
26595,0.68525,3.4881,5.2157,46.439,326
26596,0.68275,3.5474,9.3901,-88.725,771
26597,0.67225,3.5145,6.3912,82.615,204
26598,0.6482,3.5679,7.1086,-88.93,349
26599,0.63225,3.5536,7.884,-73.668,542
26600,0.6254,3.5442,7.833,89.518,545
26601,0.56955,3.5535,7.4245,-86.97,250
26602,0.5693,3.5405,5.1687,25.403,106
26603,0.5672,3.538,6.2052,0.90416,77
26604,0.5672,3.5671,4.2964,46.689,75
26605,0.56465,3.5436,10.596,-71.931,309
26606,0.5644,3.5659,4.0617,79.393,92
26607,0.55875,3.5265,4.8969,-51.777,74
26608,0.55505,3.5549,12.306,80.471,378
26609,0.54895,3.5333,9.7207,23.659,372
26610,0.5484,3.5562,7.2031,-79.481,116
26611,0.54515,3.5421,10.025,-76.398,198
26612,0.35675,3.5851,7.6756,82.217,127
26613,0.35635,3.5988,3.4152,-42.346,91
26614,0.3461,3.448,3.8689,7.8642,78
26615,0.3469,3.4841,3.3209,21.96,74
26616,0.3418,3.4632,6.2265,13.218,102
26617,0.3406,3.5934,5.974,-32.217,98
26618,0.33675,3.4445,4.67,-18.569,88
26619,0.33905,3.568,3.1529,-77.515,76
26620,0.3339,3.4704,6.1966,-10.913,236
26621,0.33645,3.6013,6.5023,-11.583,228
26622,0.32515,3.4719,3.9107,9.9064,93
26623,0.31705,3.5982,7.5526,-11.201,145
26624,0.3158,3.5826,5.037,1.4922,137
26625,0.3093,3.4667,4.7996,21.869,104
26626,0.30225,3.5065,4.0599,71.23,117
26627,0.28125,3.4458,6.1053,-6.8869,218
26628,0.24,3.5695,5.8506,-64.839,196
26629,0.1357,3.5733,6.7399,32.546,450
26630,0.10985,3.4464,5.4414,13.125,92
26631,0.11205,3.583,6.3311,81.245,101
26632,0.106,3.5807,5.0213,77.546,102
26633,0.10285,3.5604,3.7175,-75.78,77
26634,0.09205,3.5958,4.4287,-70.025,79
26635,0.08665,3.5414,8.6935,70.765,823
26636,0.0741,3.6014,4.7014,55.57,97
26637,0.04225,3.5502,5.3303,84.875,199
26638,0.03545,3.4877,3.2657,-15.834,72
26639,0.0157,3.5967,5.083,-62.698,105
26640,0.0056,3.5879,7.1045,85.681,365
26641,-0.00985,3.5791,6.9764,-80.22,123
26642,-0.06535,3.4744,5.5477,-3.8467,243
26643,-0.10435,3.5149,8.3451,88.625,727
26644,-0.1223,3.5474,3.8279,-87.701,79
26645,-0.1337,3.5178,3.5785,63.481,93
26646,-0.22545,3.5834,6.7552,83.711,339
26647,-0.22975,3.538,6.7952,-76.012,398
26648,-0.2383,3.4468,4.1318,19.472,99
26649,-0.2384,3.5679,3.937,-58.196,86
26650,-0.24105,3.5494,7.0503,82.881,315
26651,-0.2446,3.5845,6.0587,47.245,127
26652,-0.31035,3.481,3.3886,23.87,85
26653,-0.31455,3.4403,6.6553,-2.1406,399
26654,-0.32855,3.5977,8.2847,2.7958,365
26655,-0.38045,3.49,5.2257,-14.147,269
26656,-0.38335,3.5457,9.5685,-79.627,904
26657,-0.38215,3.5204,3.9766,65.373,87
26658,-0.38805,3.4631,7.2357,49.872,606
26659,-0.3838,3.5708,3.8975,-69.516,88
26660,-0.40335,3.5805,5.3373,-21.257,80
26661,-0.4237,3.5399,5.2894,87.314,249
26662,-0.4598,3.4941,4.9959,77.023,214
26663,-0.4692,3.5577,9.6248,79.544,553
26664,-0.4995,3.5311,5.2692,52.06,96
26665,-0.5097,3.5836,8.9224,89,690
26666,-0.5624,3.5675,7.0312,1.8622,317
26667,-0.5658,3.4387,7.9309,-52.05,657
26668,-0.63345,3.5652,11.526,86.908,1280
26669,-0.6499,3.5533,4.8541,43.343,156
26670,-0.66865,3.6028,6.5349,19.014,145
26671,-0.681,3.4742,3.355,-64.906,79
26672,-0.6808,3.5632,7.637,88.731,407
26673,-0.7045,3.5962,10.208,39.915,186
26674,-0.71045,3.5697,4.7554,38.737,81
26675,-0.7107,3.5557,4.3786,62.01,78
26676,-0.74175,3.54,6.7814,84.428,318
26677,-0.81505,3.4942,10.604,88.8,1069
26678,-0.8416,3.6071,4.3367,10.055,117
26679,-0.8425,3.5341,4.1959,-71.099,115
26680,-0.85065,3.5122,6.0549,-18.923,129
26681,-0.884,3.6022,9.1027,3.4159,600
26682,-0.8821,3.559,4.5583,-68.297,97
26683,-0.92535,3.4979,9.7272,-72.358,266
26684,-1.0421,3.5709,8.5748,-66.429,863
26685,-1.0432,3.5338,5.9504,-33.58,158
26686,-1.0617,3.456,4.7423,-11.994,179
26687,-1.0943,3.5656,5.4045,-25.557,242
26688,-1.1111,3.5812,4.6191,-57.859,96
26689,-1.1234,3.5058,4.3221,-85.43,165
26690,-1.1247,3.5284,4.6915,80.804,121
26691,-1.1236,3.5804,5.5604,87.26,144
26692,-1.1478,3.5453,13.226,67.355,1803
26693,-1.16,3.4748,4.8698,-9.445,231
26694,-1.1767,3.5288,5.1866,56.214,78
26695,-1.1846,3.4815,4.4552,68.756,181
26696,-1.2182,3.4427,6.315,4.5904,309
26697,-1.2251,3.4479,5.6692,18.568,273
26698,-1.2246,3.5689,6.0977,-63.468,145
26699,-1.234,3.5571,3.745,61.27,74
26700,-1.322,3.4435,3.2538,-61.095,82
26701,-1.3244,3.5412,4.3044,-22.521,118
26702,-1.3276,3.5739,3.7731,-7.9168,98
26703,-1.3314,3.5526,3.8042,81.388,118
26704,-1.3412,3.5732,4.6567,4.7387,96
26705,-1.3456,3.5992,7.8568,-4.1437,654
26706,-1.3769,3.5352,8.2847,-70.326,763
26707,-1.3834,3.4391,6.0506,10.159,243
26708,-1.3854,3.5595,7.3356,83.173,283
26709,-1.3869,3.6026,4.8736,-70.621,83
26710,-1.3875,3.5836,5.1067,-87.479,143
26711,-1.5219,3.4502,10.804,55.69,714
26712,-1.5444,3.5528,11.048,-80.907,1320
26713,-1.5638,3.5104,4.5453,11.418,225
26714,-1.5676,3.5769,3.5242,12.068,82
26715,-1.5729,3.5592,10.176,-60.931,539
26716,-1.5787,3.4586,4.658,13.631,73
26717,-1.6025,3.4631,4.5532,12.809,122
26718,-1.6007,3.5956,5.0925,69.475,142
26719,-1.6052,3.4668,3.6547,-3.3599,107
26720,-1.6079,3.556,4.8518,0.72224,169
26721,-1.6152,3.5468,5.9865,76.08,404
26722,-1.7058,3.593,6.6769,-60.484,172
26723,-1.732,3.5611,6.0771,-53.344,195
26724,-1.8299,3.5108,5.3337,-9.5082,310
26725,-1.8498,3.4918,4.4108,81.531,144
26726,-1.851,3.4593,4.758,-10.687,227
26727,-1.8609,3.5954,6.0125,-84.21,125
26728,-1.8673,3.5548,7.8124,82.966,141
26729,-1.8744,3.5042,5.4964,57.831,93
26730,-1.8788,3.5027,5.0443,-3.7775,143
26731,-1.9596,3.4984,6.69,68.181,465
26732,-1.9788,3.5836,3.5833,-56.128,91
26733,-1.9826,3.4967,5.4166,-28.298,144
26734,-1.9916,3.5322,6.942,-84.74,328
26735,-2.0108,3.486,5.4558,38.824,273
26736,-2.0593,3.5926,5.0569,-81.082,182
26737,-2.0654,3.5789,5.733,65.792,229
26738,-2.0669,3.596,4.7479,-81.596,90
26739,-2.0682,3.566,4.5723,-86.571,87
26740,-2.0737,3.5528,4.7543,-87.891,129
26741,-2.1013,3.5862,6.4844,85.737,450
26742,-2.1106,3.446,6.7902,-10.443,422
26743,-2.1349,3.5425,6.5461,83.164,140
26744,-2.1537,3.4836,5.4494,66.839,313
26745,-2.1587,3.5259,6.2186,-89.552,120
26746,-2.1813,3.5712,6.871,-73.257,184
26747,-2.195,3.4512,4.9742,5.7169,166
26748,-2.2067,3.5781,5.6017,-55.168,114
26749,-2.222,3.5388,6.3479,84.984,170
26750,-2.2829,3.5804,6.7574,60.49,430
26751,-2.2985,3.6037,8.8358,2.3335,465
26752,-2.3008,3.5427,5.1605,29.962,298
26753,-2.3024,3.5756,10.203,76.288,968
26754,-2.3016,3.5506,5.3154,-35.828,273
26755,-2.3084,3.4434,7.3085,79.259,423
26756,-2.3255,3.4798,7.0841,-60.713,248
26757,-2.3263,3.5419,5.1396,61.133,241
26758,-2.348,3.5177,5.6866,84.057,263
26759,-2.3501,3.4867,7.1815,-34.641,273
26760,-2.3488,3.5374,5.2218,69.378,210
26761,-2.3868,3.4762,4.9339,70.862,179
26762,-2.3865,3.5637,6.7451,88.989,275
26763,-2.3912,3.4731,5.4338,77.01,254
26764,-2.392,3.5151,7.6741,78.314,463
26765,-2.4088,3.5989,6.3477,-66.259,184
26766,-2.4208,3.4495,5.425,2.6713,274
26767,-2.4295,3.4723,6.476,73.839,225
26768,-2.4418,3.5157,6.5634,87.482,252
26769,-2.4509,3.5348,10.047,86.559,715
26770,-2.5267,3.5352,7.4309,-6.0185,182
26771,-2.5395,3.4871,5.2559,63.503,255
26772,-2.5417,3.5397,4.8371,70.996,83
26773,-2.5652,3.4628,3.7559,16.087,116
26774,-2.573,3.5587,6.303,80.702,386
26775,-2.573,3.5301,5.3808,72.94,94
26776,-2.6039,3.4894,4.8847,71.956,166
26777,-2.606,3.5196,5.9136,87.307,203
26778,-2.6062,3.5034,4.48,-65.367,71
26779,-2.6088,3.569,6.5364,83.448,279
26780,-2.6148,3.5911,6.6615,77.182,200
26781,-2.6177,3.5528,8.032,78.772,514
26782,-2.6253,3.4433,5.2367,59.395,326
26783,-2.6334,3.4958,5.5875,85.698,237
26784,-2.7038,3.4896,11.318,-78.449,1173
26785,-2.7236,3.5004,5.5361,-42.915,153
26786,-2.7285,3.5044,5.701,-49.936,130
26787,-2.7425,3.4794,5.2758,-31.203,153
26788,-2.7733,3.605,6.6787,-8.0469,115
26789,-2.7816,3.5412,4.4655,83.641,80
26790,-2.7846,3.551,6.2983,63.364,385
26791,-2.7954,3.5162,4.4179,73.702,88
26792,-2.861,3.5585,5.4819,52.279,79
26793,-2.8703,3.4986,6.1111,87.013,258
26794,-2.8871,3.5751,7.3159,85.525,313
26795,-2.9266,3.4778,4.9028,70.691,109
26796,-2.9622,3.4469,7.266,-79.259,482
26797,-2.96,3.5073,5.3463,-43.174,111
26798,-3.0026,3.5818,6.1353,34.185,203
26799,-3.0068,3.5658,4.6761,-15.009,94
26800,-3.009,3.5286,3.8338,-36.846,97
26801,-3.0127,3.4532,4.0736,-8.6235,152
26802,-3.0202,3.5515,6.3685,61.381,397
26803,-3.0396,3.5145,4.7208,75.009,140
26804,-3.0415,3.5921,7.3692,82.679,503
26805,-3.0426,3.5804,6.4379,84.071,124
26806,-3.0458,3.4635,4.3067,6.5502,184
26807,-3.0443,3.5573,5.1064,79.188,153
26808,-3.0543,3.5805,8.789,69.882,760
26809,-3.0639,3.4541,3.9855,-3.1094,114
26810,-3.1084,3.4537,11.049,-78.766,1060
26811,-3.1143,3.5166,4.8094,-72.724,71
26812,-3.1308,3.4699,6.0021,81.768,335
26813,-3.1709,3.5844,9.4852,88.753,755
26814,-3.1974,3.4554,4.7428,64.808,187
26815,-3.2904,3.5254,6.1175,75.885,297
26816,-3.3,3.4724,5.123,76.16,228
26817,-3.3963,3.4605,4.8064,67.689,207
26818,-3.4423,3.505,6.9012,84.453,178
26819,-3.4465,3.5183,6.0878,-62.066,150
26820,-3.4985,3.4691,4.772,12.681,155
26821,-3.5016,3.4643,6.4745,23.435,419
26822,-3.5069,3.5634,3.9212,-83.648,116
26823,-3.5143,3.5365,4.2713,-77.018,104
26824,-3.5178,3.4813,4.26,-1.8561,173
26825,-3.5242,3.556,4.3163,83.7,85
26826,-3.5284,3.4922,3.2324,78.501,75
26827,-3.5315,3.4791,4.5684,-78.828,219
26828,-3.5314,3.5618,5.6482,-87.413,305
26829,-3.5611,3.4743,8.2616,61.076,615
26830,-3.5687,3.5799,7.8093,76.675,543
26831,-3.574,3.534,8.7403,53.176,826
26832,-3.5827,3.525,4.4986,-68.54,131
26833,-3.5844,3.5162,9.5255,-77.983,533
26834,-3.5841,3.5457,8.4049,77.516,297
26835,-3.5886,3.541,5.0918,-61.793,92
26836,-3.5917,3.5851,6.4807,84.024,278
26837,-3.6051,3.5286,12.814,-89.998,1144
